,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
68,tpch,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' and o_orderdate >= date '1997-01-01' and o_orderdate < date '1997-01-01' + interval '1' year group by n_name order by revenue desc;","SELECT nation102.n_name, SUM(lineitem102.l_extendedprice * (1 - lineitem102.l_discount)) AS revenue FROM customer AS customer102 INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1997-01-01' AND o_orderdate < (DATE '1997-01-01' + INTERVAL '1' YEAR)) AS t755 ON customer102.c_custkey = t755.o_custkey INNER JOIN lineitem AS lineitem102 ON t755.o_orderkey = lineitem102.l_orderkey INNER JOIN supplier AS supplier102 ON lineitem102.l_suppkey = supplier102.s_suppkey AND customer102.c_nationkey = supplier102.s_nationkey INNER JOIN nation AS nation102 ON supplier102.s_nationkey = nation102.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'AFRICA') AS t756 ON nation102.n_regionkey = t756.r_regionkey GROUP BY nation102.n_name ORDER BY SUM(lineitem102.l_extendedprice * (1 - lineitem102.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
69,tpch,"select o_year, sum(case when nation = 'INDONESIA' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'ASIA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'LARGE PLATED NICKEL' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t195.o_orderdate) AS o_year, SUM(CASE WHEN CAST(nation46.n_name AS CHAR(9)) = 'INDONESIA' THEN lineitem22.l_extendedprice * (1 - lineitem22.l_discount) ELSE 0 END) / SUM(lineitem22.l_extendedprice * (1 - lineitem22.l_discount)) AS mkt_share FROM (SELECT * FROM part WHERE p_type = 'LARGE PLATED NICKEL') AS t194 CROSS JOIN supplier AS supplier22 INNER JOIN lineitem AS lineitem22 ON t194.p_partkey = lineitem22.l_partkey AND supplier22.s_suppkey = lineitem22.l_suppkey INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t195 ON lineitem22.l_orderkey = t195.o_orderkey INNER JOIN customer AS customer22 ON t195.o_custkey = customer22.c_custkey INNER JOIN nation AS nation45 ON customer22.c_nationkey = nation45.n_nationkey INNER JOIN nation AS nation46 ON supplier22.s_nationkey = nation46.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'ASIA') AS t196 ON nation45.n_regionkey = t196.r_regionkey GROUP BY EXTRACT(YEAR FROM t195.o_orderdate) ORDER BY EXTRACT(YEAR FROM t195.o_orderdate)",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
70,tpch,"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1.l_commitdate and exists ( select * from lineitem l2 where l2.l_orderkey = l1.l_orderkey and l2.l_suppkey <> l1.l_suppkey ) and not exists ( select * from lineitem l3 where l3.l_orderkey = l1.l_orderkey and l3.l_suppkey <> l1.l_suppkey and l3.l_receiptdate > l3.l_commitdate ) and s_nationkey = n_nationkey and n_name = 'ALGERIA' group by s_name order by numwait desc, s_name;","SELECT t34.s_name, COUNT(*) AS numwait FROM (SELECT supplier7.s_suppkey, supplier7.s_name, supplier7.s_address, supplier7.s_nationkey, supplier7.s_phone, supplier7.s_acctbal, supplier7.s_comment, lineitem13.l_orderkey, lineitem13.l_partkey, lineitem13.l_suppkey, lineitem13.l_linenumber, lineitem13.l_quantity, lineitem13.l_extendedprice, lineitem13.l_discount, lineitem13.l_tax, lineitem13.l_returnflag, lineitem13.l_linestatus, lineitem13.l_shipdate, lineitem13.l_commitdate, lineitem13.l_receiptdate, lineitem13.l_shipinstruct, lineitem13.l_shipmode, lineitem13.l_comment, orders7.o_orderkey, orders7.o_custkey, orders7.o_orderstatus, orders7.o_totalprice, orders7.o_orderdate, orders7.o_orderpriority, orders7.o_clerk, orders7.o_shippriority, orders7.o_comment, nation7.n_nationkey, nation7.n_name, nation7.n_regionkey, nation7.n_comment, t32.f0 FROM supplier AS supplier7 CROSS JOIN lineitem AS lineitem13 CROSS JOIN orders AS orders7 CROSS JOIN nation AS nation7 LEFT JOIN (SELECT t31.l_orderkey AS l_orderkey0, t31.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem14 INNER JOIN (SELECT lineitem15.l_orderkey, lineitem15.l_suppkey FROM supplier AS supplier8, lineitem AS lineitem15, orders AS orders8, nation AS nation8) AS t31 ON lineitem14.l_orderkey = t31.l_orderkey AND lineitem14.l_suppkey <> t31.l_suppkey) AS t32 ON lineitem13.l_orderkey = t32.l_orderkey0 AND lineitem13.l_suppkey = t32.l_suppkey0 WHERE supplier7.s_suppkey = lineitem13.l_suppkey AND (orders7.o_orderkey = lineitem13.l_orderkey AND orders7.o_orderstatus = 'F') AND (lineitem13.l_receiptdate > lineitem13.l_commitdate AND supplier7.s_nationkey = nation7.n_nationkey AND (nation7.n_name = 'ALGERIA' AND t32.f0 IS NOT NULL))) AS t34 LEFT JOIN (SELECT t40.l_orderkey AS l_orderkey0, t40.l_suppkey AS l_suppkey0, TRUE AS f0 FROM (SELECT * FROM lineitem WHERE l_receiptdate > l_commitdate) AS t35 INNER JOIN (SELECT lineitem17.l_orderkey, lineitem17.l_suppkey FROM supplier AS supplier9 CROSS JOIN lineitem AS lineitem17 CROSS JOIN orders AS orders9 CROSS JOIN nation AS nation9 LEFT JOIN (SELECT t36.l_orderkey AS l_orderkey0, t36.l_suppkey AS l_suppkey0, TRUE AS f0 FROM lineitem AS lineitem18 INNER JOIN (SELECT lineitem19.l_orderkey, lineitem19.l_suppkey FROM supplier AS supplier10, lineitem AS lineitem19, orders AS orders10, nation AS nation10) AS t36 ON lineitem18.l_orderkey = t36.l_orderkey AND lineitem18.l_suppkey <> t36.l_suppkey) AS t37 ON lineitem17.l_orderkey = t37.l_orderkey0 AND lineitem17.l_suppkey = t37.l_suppkey0 WHERE supplier9.s_suppkey = lineitem17.l_suppkey AND (orders9.o_orderkey = lineitem17.l_orderkey AND orders9.o_orderstatus = 'F') AND (lineitem17.l_receiptdate > lineitem17.l_commitdate AND supplier9.s_nationkey = nation9.n_nationkey AND (nation9.n_name = 'ALGERIA' AND t37.f0 IS NOT NULL))) AS t40 ON t35.l_orderkey = t40.l_orderkey AND t35.l_suppkey <> t40.l_suppkey) AS t41 ON t34.l_orderkey = t41.l_orderkey0 AND t34.l_suppkey = t41.l_suppkey0 WHERE t41.f0 IS NULL GROUP BY t34.s_name ORDER BY COUNT(*) DESC, t34.s_name",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]], ['LogicalProject', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalProject', ['LogicalFilter', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalProject', ['LogicalJoin', ['LogicalTableScan'], ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]]]]]]]]]]"
71,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('42', '26', '27', '39', '37', '30', '36') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('42', '26', '27', '39', '37', '30', '36') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '42' OR (SUBSTR(c_phone FROM 1 FOR 2) = '26' OR SUBSTR(c_phone FROM 1 FOR 2) = '27') OR (SUBSTR(c_phone FROM 1 FOR 2) = '39' OR SUBSTR(c_phone FROM 1 FOR 2) = '37' OR (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR SUBSTR(c_phone FROM 1 FOR 2) = '36'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '42' OR (SUBSTR(c_phone FROM 1 FOR 2) = '26' OR SUBSTR(c_phone FROM 1 FOR 2) = '27') OR (SUBSTR(c_phone FROM 1 FOR 2) = '39' OR SUBSTR(c_phone FROM 1 FOR 2) = '37' OR (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR SUBSTR(c_phone FROM 1 FOR 2) = '36')))) AS t1 ON t.c_acctbal > t1.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t2 ON t.c_custkey = t2.o_custkey WHERE t2.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
72,tpch,"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and p_size = 12 and p_type like '%NICKEL' and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' and ps_supplycost = ( select min(ps_supplycost) from partsupp, supplier, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' ) order by s_acctbal desc, n_name, s_name, p_partkey;","SELECT t1657.s_acctbal, t1657.s_name, t1657.n_name, t1657.p_partkey, t1657.p_mfgr, t1657.s_address, t1657.s_phone, t1657.s_comment FROM (SELECT t1643.p_partkey, t1643.p_name, t1643.p_mfgr, t1643.p_brand, t1643.p_type, t1643.p_size, t1643.p_container, t1643.p_retailprice, t1643.p_comment, t1643.s_suppkey, t1643.s_name, t1643.s_address, t1643.s_nationkey, t1643.s_phone, t1643.s_acctbal, t1643.s_comment, t1643.ps_partkey, t1643.ps_suppkey, t1643.ps_availqty, t1643.ps_supplycost, t1643.ps_comment, t1643.n_nationkey, t1643.n_name, t1643.n_regionkey, t1643.n_comment, t1643.r_regionkey, t1643.r_name, t1643.r_comment, CAST(t1654.ps_partkey AS INTEGER) AS ps_partkey0, CAST(t1654.EXPR0 AS DECIMAL(19, 0)) AS EXPR0 FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_size = 12 AND p_type LIKE '%NICKEL') AS t1639, supplier AS supplier207, partsupp AS partsupp207 WHERE t1639.p_partkey = partsupp207.ps_partkey AND supplier207.s_suppkey = partsupp207.ps_suppkey) AS t1640, nation AS nation207 WHERE t1640.s_nationkey = nation207.n_nationkey) AS t1641, (SELECT * FROM region WHERE r_name = 'AFRICA') AS t1642 WHERE t1641.n_regionkey = t1642.r_regionkey) AS t1643, (SELECT t1650.ps_partkey, MIN(t1650.EXPR0) AS EXPR0 FROM (SELECT t1647.ps_partkey, t1648.n_regionkey, MIN(t1647.EXPR0) AS EXPR0 FROM (SELECT t1644.ps_partkey, t1645.s_nationkey, MIN(t1644.EXPR0) AS EXPR0 FROM (SELECT ps_partkey, ps_suppkey, MIN(ps_supplycost) AS EXPR0 FROM partsupp GROUP BY ps_partkey, ps_suppkey) AS t1644, (SELECT s_suppkey, s_nationkey FROM supplier GROUP BY s_suppkey, s_nationkey) AS t1645 WHERE t1645.s_suppkey = t1644.ps_suppkey GROUP BY t1644.ps_partkey, t1645.s_nationkey) AS t1647, (SELECT n_nationkey, n_regionkey FROM nation GROUP BY n_nationkey, n_regionkey) AS t1648 WHERE t1647.s_nationkey = t1648.n_nationkey GROUP BY t1647.ps_partkey, t1648.n_regionkey) AS t1650, (SELECT r_regionkey FROM region WHERE r_name = 'AFRICA' GROUP BY r_regionkey) AS t1652 WHERE t1650.n_regionkey = t1652.r_regionkey GROUP BY t1650.ps_partkey) AS t1654 WHERE t1643.p_partkey = t1654.ps_partkey AND t1643.ps_supplycost = t1654.EXPR0 ORDER BY t1643.s_acctbal DESC, t1643.n_name, t1643.s_name, t1643.p_partkey) AS t1657",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']], ['LogicalAggregate', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']]]]]]]]"
73,tpch,"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'AFRICA' and o_orderdate >= date '1995-01-01' and o_orderdate < date '1995-01-01' + interval '1' year group by n_name order by revenue desc;","SELECT nation103.n_name, SUM(lineitem103.l_extendedprice * (1 - lineitem103.l_discount)) AS revenue FROM customer AS customer103 INNER JOIN (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate < (DATE '1995-01-01' + INTERVAL '1' YEAR)) AS t765 ON customer103.c_custkey = t765.o_custkey INNER JOIN lineitem AS lineitem103 ON t765.o_orderkey = lineitem103.l_orderkey INNER JOIN supplier AS supplier103 ON lineitem103.l_suppkey = supplier103.s_suppkey AND customer103.c_nationkey = supplier103.s_nationkey INNER JOIN nation AS nation103 ON supplier103.s_nationkey = nation103.n_nationkey INNER JOIN (SELECT * FROM region WHERE r_name = 'AFRICA') AS t766 ON nation103.n_regionkey = t766.r_regionkey GROUP BY nation103.n_name ORDER BY SUM(lineitem103.l_extendedprice * (1 - lineitem103.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]"
74,tpch,"select o_year, sum(case when nation = 'ALGERIA' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AFRICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'ECONOMY ANODIZED COPPER' ) as all_nations group by o_year order by o_year;","SELECT EXTRACT(YEAR FROM t1001.o_orderdate) AS o_year, SUM(CASE WHEN CAST(t1001.n_name0 AS CHAR(7)) = 'ALGERIA' THEN t1001.l_extendedprice * (1 - t1001.l_discount) ELSE 0 END) / SUM(t1001.l_extendedprice * (1 - t1001.l_discount)) AS mkt_share FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_type = 'ECONOMY ANODIZED COPPER') AS t995, supplier AS supplier103, lineitem AS lineitem103 WHERE t995.p_partkey = lineitem103.l_partkey AND supplier103.s_suppkey = lineitem103.l_suppkey) AS t996, (SELECT * FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_orderdate <= DATE '1996-12-31') AS t997 WHERE t996.l_orderkey = t997.o_orderkey) AS t998, customer AS customer103 WHERE t998.o_custkey = customer103.c_custkey) AS t999, nation AS nation207 WHERE t999.c_nationkey = nation207.n_nationkey) AS t1000, nation AS nation208 WHERE t1000.s_nationkey = nation208.n_nationkey) AS t1001, (SELECT * FROM region WHERE r_name = 'AFRICA') AS t1002 WHERE t1001.n_regionkey = t1002.r_regionkey GROUP BY EXTRACT(YEAR FROM t1001.o_orderdate) ORDER BY EXTRACT(YEAR FROM t1001.o_orderdate)",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
75,tpch,"select c_custkey, c_name, sum(l_extendedprice * (1 - l_discount)) as revenue, c_acctbal, n_name, c_address, c_phone, c_comment from customer, orders, lineitem, nation where c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate >= date '1994-05-01' and o_orderdate < date '1994-05-01' + interval '3' month and l_returnflag = 'R' and c_nationkey = n_nationkey group by c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment order by revenue desc;","SELECT t742.c_custkey, t742.c_name, SUM(t742.l_extendedprice * (1 - t742.l_discount)) AS revenue, t742.c_acctbal, nation100.n_name, t742.c_address, t742.c_phone, t742.c_comment FROM (SELECT * FROM (SELECT * FROM customer AS customer100, (SELECT * FROM orders WHERE o_orderdate >= DATE '1994-05-01' AND o_orderdate < (DATE '1994-05-01' + INTERVAL '3' MONTH)) AS t739 WHERE customer100.c_custkey = t739.o_custkey) AS t740, (SELECT * FROM lineitem WHERE l_returnflag = 'R') AS t741 WHERE t741.l_orderkey = t740.o_orderkey) AS t742, nation AS nation100 WHERE t742.c_nationkey = nation100.n_nationkey GROUP BY t742.c_custkey, t742.c_name, t742.c_acctbal, t742.c_phone, nation100.n_name, t742.c_address, t742.c_comment ORDER BY SUM(t742.l_extendedprice * (1 - t742.l_discount)) DESC",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']]]]]]]"
76,tpch,"select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('21', '34', '27', '36', '31', '30', '25') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('21', '34', '27', '36', '31', '30', '25') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;","SELECT SUBSTR(t.c_phone FROM 1 FOR 2) AS cntrycode, COUNT(*) AS numcust, SUM(t.c_acctbal) AS totacctbal FROM (SELECT * FROM customer WHERE SUBSTR(c_phone FROM 1 FOR 2) = '21' OR (SUBSTR(c_phone FROM 1 FOR 2) = '34' OR SUBSTR(c_phone FROM 1 FOR 2) = '27') OR (SUBSTR(c_phone FROM 1 FOR 2) = '36' OR SUBSTR(c_phone FROM 1 FOR 2) = '31' OR (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR SUBSTR(c_phone FROM 1 FOR 2) = '25'))) AS t INNER JOIN (SELECT AVG(c_acctbal) AS EXPR0 FROM customer WHERE c_acctbal > 0.00 AND (SUBSTR(c_phone FROM 1 FOR 2) = '21' OR (SUBSTR(c_phone FROM 1 FOR 2) = '34' OR SUBSTR(c_phone FROM 1 FOR 2) = '27') OR (SUBSTR(c_phone FROM 1 FOR 2) = '36' OR SUBSTR(c_phone FROM 1 FOR 2) = '31' OR (SUBSTR(c_phone FROM 1 FOR 2) = '30' OR SUBSTR(c_phone FROM 1 FOR 2) = '25')))) AS t1 ON t.c_acctbal > t1.EXPR0 LEFT JOIN (SELECT o_custkey, TRUE AS f0 FROM orders) AS t2 ON t.c_custkey = t2.o_custkey WHERE t2.f0 IS NULL GROUP BY SUBSTR(t.c_phone FROM 1 FOR 2) ORDER BY SUBSTR(t.c_phone FROM 1 FOR 2);",['Empty List'],"['LogicalSort', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalAggregate', ['LogicalProject', 'LogicalFilter', 'LogicalTableScan']]], ['LogicalProject', 'LogicalTableScan']]]]]]"
77,tpch,"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and p_size = 41 and p_type like '%TIN' and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' and ps_supplycost = ( select min(ps_supplycost) from partsupp, supplier, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'EUROPE' ) order by s_acctbal desc, n_name, s_name, p_partkey;","SELECT t1657.s_acctbal, t1657.s_name, t1657.n_name, t1657.p_partkey, t1657.p_mfgr, t1657.s_address, t1657.s_phone, t1657.s_comment FROM (SELECT t1643.p_partkey, t1643.p_name, t1643.p_mfgr, t1643.p_brand, t1643.p_type, t1643.p_size, t1643.p_container, t1643.p_retailprice, t1643.p_comment, t1643.s_suppkey, t1643.s_name, t1643.s_address, t1643.s_nationkey, t1643.s_phone, t1643.s_acctbal, t1643.s_comment, t1643.ps_partkey, t1643.ps_suppkey, t1643.ps_availqty, t1643.ps_supplycost, t1643.ps_comment, t1643.n_nationkey, t1643.n_name, t1643.n_regionkey, t1643.n_comment, t1643.r_regionkey, t1643.r_name, t1643.r_comment, CAST(t1654.ps_partkey AS INTEGER) AS ps_partkey0, CAST(t1654.EXPR0 AS DECIMAL(19, 0)) AS EXPR0 FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM (SELECT * FROM part WHERE p_size = 41 AND p_type LIKE '%TIN') AS t1639, supplier AS supplier207, partsupp AS partsupp207 WHERE t1639.p_partkey = partsupp207.ps_partkey AND supplier207.s_suppkey = partsupp207.ps_suppkey) AS t1640, nation AS nation207 WHERE t1640.s_nationkey = nation207.n_nationkey) AS t1641, (SELECT * FROM region WHERE r_name = 'EUROPE') AS t1642 WHERE t1641.n_regionkey = t1642.r_regionkey) AS t1643, (SELECT t1650.ps_partkey, MIN(t1650.EXPR0) AS EXPR0 FROM (SELECT t1647.ps_partkey, t1648.n_regionkey, MIN(t1647.EXPR0) AS EXPR0 FROM (SELECT t1644.ps_partkey, t1645.s_nationkey, MIN(t1644.EXPR0) AS EXPR0 FROM (SELECT ps_partkey, ps_suppkey, MIN(ps_supplycost) AS EXPR0 FROM partsupp GROUP BY ps_partkey, ps_suppkey) AS t1644, (SELECT s_suppkey, s_nationkey FROM supplier GROUP BY s_suppkey, s_nationkey) AS t1645 WHERE t1645.s_suppkey = t1644.ps_suppkey GROUP BY t1644.ps_partkey, t1645.s_nationkey) AS t1647, (SELECT n_nationkey, n_regionkey FROM nation GROUP BY n_nationkey, n_regionkey) AS t1648 WHERE t1647.s_nationkey = t1648.n_nationkey GROUP BY t1647.ps_partkey, t1648.n_regionkey) AS t1650, (SELECT r_regionkey FROM region WHERE r_name = 'EUROPE' GROUP BY r_regionkey) AS t1652 WHERE t1650.n_regionkey = t1652.r_regionkey GROUP BY t1650.ps_partkey) AS t1654 WHERE t1643.p_partkey = t1654.ps_partkey AND t1643.ps_supplycost = t1654.EXPR0 ORDER BY t1643.s_acctbal DESC, t1643.n_name, t1643.s_name, t1643.p_partkey) AS t1657",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', ['LogicalFilter', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']], ['LogicalAggregate', ['LogicalProject', ['LogicalJoin', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']], ['LogicalFilter', 'LogicalTableScan']]]]]]]]"
78,tpch,"select l_orderkey, sum(l_extendedprice * (1 - l_discount)) as revenue, o_orderdate, o_shippriority from customer, orders, lineitem where c_mktsegment = 'HOUSEHOLD' and c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate < date '1995-03-24' and l_shipdate > date '1995-03-24' group by l_orderkey, o_orderdate, o_shippriority order by revenue desc, o_orderdate;","SELECT t775.l_orderkey, SUM(t775.l_extendedprice * (1 - t775.l_discount)) AS revenue, t774.o_orderdate, t774.o_shippriority FROM (SELECT * FROM (SELECT * FROM customer WHERE c_mktsegment = 'HOUSEHOLD') AS t772, (SELECT * FROM orders WHERE o_orderdate < DATE '1995-03-24') AS t773 WHERE t772.c_custkey = t773.o_custkey) AS t774, (SELECT * FROM lineitem WHERE l_shipdate > DATE '1995-03-24') AS t775 WHERE t775.l_orderkey = t774.o_orderkey GROUP BY t775.l_orderkey, t774.o_orderdate, t774.o_shippriority ORDER BY SUM(t775.l_extendedprice * (1 - t775.l_discount)) DESC, t774.o_orderdate",['Empty List'],"['LogicalSort', ['LogicalProject', ['LogicalAggregate', ['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]]]]"
